"","target_id","ext_gene","2dpi-0dpi","4dpi-0dpi","7dpi-0dpi","12dpi-0dpi"
"44922","ENSDART00000117960","5S_rRNA",0,0,0,0
"44923","ENSDART00000122958","5S_rRNA",0,0,0,0
"44924","ENSDART00000171504","si:ch73-29l19.1",0,0,0,0
"44925","ENSDART00000172342","si:ch73-29l19.1",0,0,0,0
"44926","ENSDART00000104160","SFT2D2 (1 of many)",0,0,0,0
"44927","ENSDART00000156137","chd1l",0,0,0,0
"44928","ENSDART00000154837","BX908753.1",0,0,0,0
"44929","ENSDART00000170645","cthl",0,0,0,0
"44930","ENSDART00000142119","jade3",0,0,0,0
"44931","ENSDART00000104233","cyfip1",0,0,0,0
"44932","ENSDART00000147898","cyfip1",0,0,0,0
"44933","ENSDART00000148817","oca2",0,0,0,0
"44934","ENSDART00000120624","5S_rRNA",0,0,0,0
"44935","ENSDART00000148678","gabrb3",0,0,0,0
"44936","ENSDART00000156667","hdac7b",0,0,0,0
"44937","ENSDART00000098906","tns2b",0,0,0,0
"44938","ENSDART00000155093","tns2b",0,0,0,0
"44939","ENSDART00000004240","prss60.1",0,0,0,0
"44940","ENSDART00000003716","prss60.2",0,0,0,0
"44941","ENSDART00000154232","prss60.3",0,0,0,0
"44942","ENSDART00000122710","apof",0,0,0,0
"44943","ENSDART00000041882","os9",0,0,0,0
"44944","ENSDART00000138171","os9",0,0,0,0
"44945","ENSDART00000104074","zgc:158846",0,0,0,0
"44946","ENSDART00000155079","si:dkey-195m11.8",0,0,0,0
"44947","ENSDART00000156941","si:dkey-195m11.8",0,0,0,0
"44948","ENSDART00000022761","scn8ab",0,0,0,0
"44949","ENSDART00000151286","CR388364.1",0,0,0,0
"44950","ENSDART00000151427","CR388364.1",0,0,0,0
"44951","ENSDART00000162802","AL954698.2",0,0,0,0
"44952","ENSDART00000170247","AL954698.1",0,0,0,0
"44953","ENSDART00000137333","myl6",0,0,0,0
"44954","ENSDART00000138100","myl6",0,0,0,0
"44955","ENSDART00000141611","myl6",0,0,0,0
"44956","ENSDART00000064904","endou",0,0,0,0
"44957","ENSDART00000114115","endou",0,0,0,0
"44958","ENSDART00000154347","si:dkey-197j19.5",0,0,0,0
"44959","ENSDART00000155303","CU467879.1",0,0,0,0
"44960","ENSDART00000103240","uroc1",0,0,0,0
"44961","ENSDART00000109829","uroc1",0,0,0,0
"44962","ENSDART00000157119","chchd4b",0,0,0,0
"44963","ENSDART00000156156","col7a1",0,0,0,0
"44964","ENSDART00000132144","ccdc174",0,0,0,0
"44965","ENSDART00000076405","ghrl",0,0,0,0
"44966","ENSDART00000136487","ghrl",0,0,0,0
"44967","ENSDART00000153466","tatdn2",0,0,0,0
"44968","ENSDART00000103868","zgc:152986",0,0,0,0
"44969","ENSDART00000154412","si:ch73-15b2.5",0,0,0,0
"44970","ENSDART00000154136","tomm6",0,0,0,0
"44971","ENSDART00000157203","tomm6",0,0,0,0
"44972","ENSDART00000118019","dre-mir-429b",0,0,0,0
"44973","ENSDART00000118678","dre-mir-141",0,0,0,0
"44974","ENSDART00000118915","dre-mir-200c",0,0,0,0
"44975","ENSDART00000103842","eno1b",0,0,0,0
"44976","ENSDART00000160695","RNF223 (1 of many)",0,0,0,0
"44977","ENSDART00000153868","ccdc36",0,0,0,0
"44978","ENSDART00000026257","myhb",0,0,0,0
"44979","ENSDART00000146470","arpc4",0,0,0,0
"44980","ENSDART00000153949","zgc:172271",0,0,0,0
"44981","ENSDART00000085090","si:ch211-157b11.8",0,0,0,0
"44982","ENSDART00000144479","gata2b",0,0,0,0
"44983","ENSDART00000156790","CR450814.1",0,0,0,0
"44984","ENSDART00000002728","eif4enif1",0,0,0,0
"44985","ENSDART00000117074","5S_rRNA",0,0,0,0
"44986","ENSDART00000125659","entpd8",0,0,0,0
"44987","ENSDART00000122819","entpd8",0,0,0,0
"44988","ENSDART00000028292","rab44",0,0,0,0
"44989","ENSDART00000128723","slc6a22.1",0,0,0,0
"44990","ENSDART00000151055","slc6a22.1",0,0,0,0
"44991","ENSDART00000132484","slc6a22.1",0,0,0,0
"44992","ENSDART00000065013","synpr",0,0,0,0
"44993","ENSDART00000128756","rsg1",0,0,0,0
"44994","ENSDART00000144864","rsg1",0,0,0,0
"44995","ENSDART00000162135","twf2a",0,0,0,0
"44996","ENSDART00000132172","twf2a",0,0,0,0
"44997","ENSDART00000140108","cish",0,0,0,0
"44998","ENSDART00000156858","srgap3",0,0,0,0
"44999","ENSDART00000032527","cav3",0,0,0,0
"45000","ENSDART00000120883","5S_rRNA",0,0,0,0
"45001","ENSDART00000016263","si:dkeyp-111e5.4",0,0,0,0
"45002","ENSDART00000125089","fancd2",0,0,0,0
"45003","ENSDART00000025441","emc3",0,0,0,0
"45004","ENSDART00000163378","BX957236.1",0,0,0,0
"45005","ENSDART00000132936","ip6k2a",0,0,0,0
"45006","ENSDART00000150226","mst1ra",0,0,0,0
"45007","ENSDART00000156227","BX005129.1",0,0,0,0
"45008","ENSDART00000154353","si:ch211-207d10.2",0,0,0,0
"45009","ENSDART00000155010","si:ch211-207d10.2",0,0,0,0
"45010","ENSDART00000003298","edem1",0,0,0,0
"45011","ENSDART00000161071","si:ch73-361p23.3",0,0,0,0
"45012","ENSDART00000149637","glyctk",0,0,0,0
"45013","ENSDART00000149559","glyctk",0,0,0,0
"45014","ENSDART00000155080","frmd4ba",0,0,0,0
"45015","ENSDART00000155601","frmd4ba",0,0,0,0
"45016","ENSDART00000155202","CU062633.1",0,0,0,0
"45017","ENSDART00000157386","BX927362.1",0,0,0,0
"45018","ENSDART00000143374","mitfa",0,0,0,0
"45019","ENSDART00000154742","si:dkey-58f6.2",0,0,0,0
"45020","ENSDART00000154956","BX957311.1",0,0,0,0
"45021","ENSDART00000160849","foxp1b",0,0,0,0
"45022","ENSDART00000149301","foxp1b",0,0,0,0
"45023","ENSDART00000149972","foxp1b",0,0,0,0
"45024","ENSDART00000154838","BX546459.1",0,0,0,0
"45025","ENSDART00000153529","BX000434.1",0,0,0,0
"45026","ENSDART00000169713","chl1b",0,0,0,0
"45027","ENSDART00000149099","epha2a",0,0,0,0
"45028","ENSDART00000169722","ca16b",0,0,0,0
"45029","ENSDART00000117585","5S_rRNA",0,0,0,0
"45030","ENSDART00000155271","BX005101.1",0,0,0,0
"45031","ENSDART00000147717","zgc:162324",0,0,0,0
"45032","ENSDART00000134584","zgc:162324",0,0,0,0
"45033","ENSDART00000156299","CU041346.1",0,0,0,0
"45034","ENSDART00000163772","si:dkeyp-67f1.2",0,0,0,0
"45035","ENSDART00000168409","BX649498.1",0,0,0,0
"45036","ENSDART00000168440","pbrm1l",0,0,0,0
"45037","ENSDART00000127906","ptgis",0,0,0,0
"45038","ENSDART00000157296","tespa1",0,0,0,0
"45039","ENSDART00000156037","igfn1.4",0,0,0,0
"45040","ENSDART00000154442","igfn1.3",0,0,0,0
"45041","ENSDART00000129301","igfn1.1",0,0,0,0
"45042","ENSDART00000037875","igfn1.1",0,0,0,0
"45043","ENSDART00000162435","grm4",0,0,0,0
"45044","ENSDART00000116688","5S_rRNA",0,0,0,0
"45045","ENSDART00000165939","si:ch211-286o17.1",0,0,0,0
"45046","ENSDART00000140943","padi2",0,0,0,0
"45047","ENSDART00000165027","5S_rRNA",0,0,0,0
"45048","ENSDART00000134961","SUN2",0,0,0,0
"45049","ENSDART00000149159","capza1a",0,0,0,0
"45050","ENSDART00000164142","si:dkeyp-6a3.1",0,0,0,0
"45051","ENSDART00000124524","sycp1",0,0,0,0
"45052","ENSDART00000135185","slc5a8l",0,0,0,0
"45053","ENSDART00000131080","tshba",0,0,0,0
"45054","ENSDART00000050000","tshba",0,0,0,0
"45055","ENSDART00000161262","tshba",0,0,0,0
"45056","ENSDART00000146645","slc25a22",0,0,0,0
"45057","ENSDART00000143241","tspan2a",0,0,0,0
"45058","ENSDART00000117422","5S_rRNA",0,0,0,0
"45059","ENSDART00000132867","ngfb",0,0,0,0
"45060","ENSDART00000132347","ngfb",0,0,0,0
"45061","ENSDART00000132131","ngfb",0,0,0,0
"45062","ENSDART00000157104","BX629346.2",0,0,0,0
"45063","ENSDART00000159742","ahcy",0,0,0,0
"45064","ENSDART00000125950","raly",0,0,0,0
"45065","ENSDART00000129347","5S_rRNA",0,0,0,0
"45066","ENSDART00000116641",NA,0,0,0,0
"45067","ENSDART00000157153","pigu",0,0,0,0
"45068","ENSDART00000156815","BX530017.2",0,0,0,0
"45069","ENSDART00000155071","BX530017.2",0,0,0,0
"45070","ENSDART00000169829",NA,0,0,0,0
"45071","ENSDART00000149033","rbl1",0,0,0,0
"45072","ENSDART00000031597","psmf1",0,0,0,0
"45073","ENSDART00000139105","tomm34",0,0,0,0
"45074","ENSDART00000147754","tomm34",0,0,0,0
"45075","ENSDART00000145369","eif6",0,0,0,0
"45076","ENSDART00000015051","gdf5",0,0,0,0
"45077","ENSDART00000156362","AL954861.1",0,0,0,0
"45078","ENSDART00000154133","rbpjl",0,0,0,0
"45079","ENSDART00000002571","matn4",0,0,0,0
"45080","ENSDART00000164391","BX957318.1",0,0,0,0
"45081","ENSDART00000103135","or134-1",0,0,0,0
"45082","ENSDART00000136575","si:dkeyp-3f10.17",0,0,0,0
"45083","ENSDART00000146143","si:dkeyp-3f10.16",0,0,0,0
"45084","ENSDART00000171411","or137-3",0,0,0,0
"45085","ENSDART00000103138","or137-3",0,0,0,0
"45086","ENSDART00000077855",NA,0,0,0,0
"45087","ENSDART00000077852",NA,0,0,0,0
"45088","ENSDART00000065700",NA,0,0,0,0
"45089","ENSDART00000077848","or137-4",0,0,0,0
"45090","ENSDART00000136143","or137-7",0,0,0,0
"45091","ENSDART00000143962","or137-6",0,0,0,0
"45092","ENSDART00000065710","si:dkeyp-3f10.14",0,0,0,0
"45093","ENSDART00000065712",NA,0,0,0,0
"45094","ENSDART00000065693","or137-2",0,0,0,0
"45095","ENSDART00000143306",NA,0,0,0,0
"45096","ENSDART00000146713",NA,0,0,0,0
"45097","ENSDART00000141094","si:dkeyp-3f10.11",0,0,0,0
"45098","ENSDART00000077822","or136-1",0,0,0,0
"45099","ENSDART00000136110",NA,0,0,0,0
"45100","ENSDART00000117530","5S_rRNA",0,0,0,0
"45101","ENSDART00000128456","pacsin1b",0,0,0,0
"45102","ENSDART00000050483","SPDEF",0,0,0,0
"45103","ENSDART00000064679","ADORA3 (1 of many)",0,0,0,0
"45104","ENSDART00000115898","dre-let-7a-6",0,0,0,0
"45105","ENSDART00000119030","CR847944.3",0,0,0,0
"45106","ENSDART00000165154","tulp1b",0,0,0,0
"45107","ENSDART00000127519","tead3b",0,0,0,0
"45108","ENSDART00000157142","tead3b",0,0,0,0
"45109","ENSDART00000117564",NA,0,0,0,0
"45110","ENSDART00000169835","tnnt2b",0,0,0,0
"45111","ENSDART00000164445","tnnt2b",0,0,0,0
"45112","ENSDART00000149982","tnni1b",0,0,0,0
"45113","ENSDART00000130821","tnni1b",0,0,0,0
"45114","ENSDART00000149358","tnni1b",0,0,0,0
"45115","ENSDART00000148615","csrp1b",0,0,0,0
"45116","ENSDART00000164232","mybphb",0,0,0,0
"45117","ENSDART00000158845","mybphb",0,0,0,0
"45118","ENSDART00000157584","mybphb",0,0,0,0
"45119","ENSDART00000172526","mybphb",0,0,0,0
"45120","ENSDART00000162117","ube2c",0,0,0,0
"45121","ENSDART00000120524","5S_rRNA",0,0,0,0
"45122","ENSDART00000120155","5S_rRNA",0,0,0,0
"45123","ENSDART00000156610","CR847793.1",0,0,0,0
"45124","ENSDART00000155963","eya2",0,0,0,0
"45125","ENSDART00000157040","rtfdc1",0,0,0,0
"45126","ENSDART00000149665","tfap2c",0,0,0,0
"45127","ENSDART00000158337","5S_rRNA",0,0,0,0
"45128","ENSDART00000171531","znfx1",0,0,0,0
"45129","ENSDART00000153877","CU929339.2",0,0,0,0
"45130","ENSDART00000169175","SNTA1",0,0,0,0
"45131","ENSDART00000120233","5S_rRNA",0,0,0,0
"45132","ENSDART00000127176","chrna4a",0,0,0,0
"45133","ENSDART00000123044","igsf8",0,0,0,0
"45134","ENSDART00000103144","dctn2",0,0,0,0
"45135","ENSDART00000122003","mbd6",0,0,0,0
"45136","ENSDART00000167227","5S_rRNA",0,0,0,0
"45137","ENSDART00000166311","INHBE",0,0,0,0
"45138","ENSDART00000163333","5S_rRNA",0,0,0,0
"45139","ENSDART00000161158","nufip1",0,0,0,0
"45140","ENSDART00000160405","mtrf1",0,0,0,0
"45141","ENSDART00000154753","pmepa1",0,0,0,0
"45142","ENSDART00000160087","kdm6al",0,0,0,0
"45143","ENSDART00000117953",NA,0,0,0,0
"45144","ENSDART00000117405",NA,0,0,0,0
"45145","ENSDART00000167740","wbp4",0,0,0,0
"45146","ENSDART00000148691","pck1",0,0,0,0
"45147","ENSDART00000148557","aurka",0,0,0,0
"45148","ENSDART00000169415","zgc:63470",0,0,0,0
"45149","ENSDART00000173447","si:dkey-31g16.2",0,0,0,0
"45150","ENSDART00000158492","5S_rRNA",0,0,0,0
"45151","ENSDART00000172906","si:dkeyp-74b6.4",0,0,0,0
"45152","ENSDART00000173081","si:dkeyp-74b6.3",0,0,0,0
"45153","ENSDART00000092578","si:dkeyp-74b6.2",0,0,0,0
"45154","ENSDART00000173157","si:cabz01112025.1",0,0,0,0
"45155","ENSDART00000128322","si:cabz01112025.1",0,0,0,0
"45156","ENSDART00000057378","emc4",0,0,0,0
"45157","ENSDART00000148530","lpcat4",0,0,0,0
"45158","ENSDART00000172770","si:zfos-405g10.4",0,0,0,0
"45159","ENSDART00000159664","BX248243.1",0,0,0,0
"45160","ENSDART00000173278","si:ch73-126o18.1",0,0,0,0
"45161","ENSDART00000053656","si:ch73-126o18.1",0,0,0,0
"45162","ENSDART00000118176","5S_rRNA",0,0,0,0
"45163","ENSDART00000160736","CT573787.1",0,0,0,0
"45164","ENSDART00000173333","si:cabz01040626.2",0,0,0,0
"45165","ENSDART00000053660","zgc:171424",0,0,0,0
"45166","ENSDART00000173373","si:ch211-261i17.2",0,0,0,0
"45167","ENSDART00000171938","BX322792.1",0,0,0,0
"45168","ENSDART00000166154","BX322792.1",0,0,0,0
"45169","ENSDART00000161208","si:ch211-217i17.1",0,0,0,0
"45170","ENSDART00000064294","si:dkey-187j14.4",0,0,0,0
"45171","ENSDART00000075859","zgc:172065",0,0,0,0
"45172","ENSDART00000064292","zgc:172075",0,0,0,0
"45173","ENSDART00000064274","zgc:66473",0,0,0,0
"45174","ENSDART00000018120","si:dkey-125e8.4",0,0,0,0
"45175","ENSDART00000172942","si:dkey-125e8.4",0,0,0,0
"45176","ENSDART00000154517","si:dkey-125e8.3",0,0,0,0
"45177","ENSDART00000173013","si:dkey-125e8.5",0,0,0,0
"45178","ENSDART00000154062","si:dkey-125e8.1",0,0,0,0
"45179","ENSDART00000158382","CABZ01007829.1",0,0,0,0
"45180","ENSDART00000161334","CU929449.2",0,0,0,0
"45181","ENSDART00000058348","CU929449.1",0,0,0,0
"45182","ENSDART00000173182","si:ch73-122k23.1",0,0,0,0
"45183","ENSDART00000138299","si:dkey-201l21.4",0,0,0,0
"45184","ENSDART00000135367","si:dkey-201l21.2",0,0,0,0
"45185","ENSDART00000123049","si:dkey-201l21.2",0,0,0,0
"45186","ENSDART00000136366","si:dkey-201l21.2",0,0,0,0
"45187","ENSDART00000139480","CR855393.2",0,0,0,0
"45188","ENSDART00000131108","CR855393.3",0,0,0,0
"45189","ENSDART00000114242","si:ch211-285c6.4",0,0,0,0
"45190","ENSDART00000148123","si:ch211-285c6.4",0,0,0,0
"45191","ENSDART00000132330","si:ch211-285c6.1",0,0,0,0
"45192","ENSDART00000144363","si:ch211-285c6.2",0,0,0,0
"45193","ENSDART00000138247","si:ch211-285c6.2",0,0,0,0
"45194","ENSDART00000172947","BX005456.1",0,0,0,0
"45195","ENSDART00000131884","si:dkey-192d15.1",0,0,0,0
"45196","ENSDART00000158322","si:dkey-192d15.1",0,0,0,0
"45197","ENSDART00000138164","si:dkey-192d15.3",0,0,0,0
"45198","ENSDART00000064280","si:ch211-282j17.1",0,0,0,0
"45199","ENSDART00000064279","si:ch211-282j17.2",0,0,0,0
"45200","ENSDART00000142591","si:ch211-282j17.3",0,0,0,0
"45201","ENSDART00000064277","si:ch211-282j17.3",0,0,0,0
"45202","ENSDART00000172044","si:ch211-282j17.3",0,0,0,0
"45203","ENSDART00000126381","si:ch211-282j17.12",0,0,0,0
"45204","ENSDART00000172907","si:ch211-282j17.12",0,0,0,0
"45205","ENSDART00000147014","si:ch211-282j17.5",0,0,0,0
"45206","ENSDART00000135862","CR392330.1",0,0,0,0
"45207","ENSDART00000138945","si:ch211-282j17.8",0,0,0,0
"45208","ENSDART00000134839","si:ch211-282j17.10",0,0,0,0
"45209","ENSDART00000081279","si:ch211-282j17.10",0,0,0,0
"45210","ENSDART00000137140","si:ch211-282j17.11",0,0,0,0
"45211","ENSDART00000136711","si:ch211-282j17.11",0,0,0,0
"45212","ENSDART00000146304","si:ch73-335d12.2",0,0,0,0
"45213","ENSDART00000060333","si:ch73-335d12.2",0,0,0,0
"45214","ENSDART00000126799","zgc:195077",0,0,0,0
"45215","ENSDART00000142138","si:dkey-88n24.9",0,0,0,0
"45216","ENSDART00000060330","si:dkey-88n24.9",0,0,0,0
"45217","ENSDART00000136227","si:dkey-88n24.8",0,0,0,0
"45218","ENSDART00000104350","si:dkey-88n24.8",0,0,0,0
"45219","ENSDART00000137683","si:dkey-88n24.7",0,0,0,0
"45220","ENSDART00000143064","si:dkey-88n24.7",0,0,0,0
"45221","ENSDART00000159023","si:dkey-88n24.7",0,0,0,0
"45222","ENSDART00000049926","si:dkey-88n24.7",0,0,0,0
"45223","ENSDART00000143201","si:dkey-88n24.6",0,0,0,0
"45224","ENSDART00000064246","si:dkey-88n24.6",0,0,0,0
"45225","ENSDART00000145641","si:dkey-88n24.3",0,0,0,0
"45226","ENSDART00000143864","si:dkey-88n24.10",0,0,0,0
"45227","ENSDART00000064229","si:dkey-88n24.10",0,0,0,0
"45228","ENSDART00000173392","si:dkey-88n24.12",0,0,0,0
"45229","ENSDART00000172991","si:dkey-88n24.12",0,0,0,0
"45230","ENSDART00000173318","zgc:55733",0,0,0,0
"45231","ENSDART00000172971","zgc:55733",0,0,0,0
"45232","ENSDART00000121111","5S_rRNA",0,0,0,0
"45233","ENSDART00000172763","si:ch211-63p21.2",0,0,0,0
"45234","ENSDART00000061821","si:ch211-63p21.2",0,0,0,0
"45235","ENSDART00000138277","si:dkey-28d5.5",0,0,0,0
"45236","ENSDART00000142539","si:dkey-28d5.5",0,0,0,0
"45237","ENSDART00000172808","si:ch211-63p21.4",0,0,0,0
"45238","ENSDART00000173246","si:ch211-63p21.4",0,0,0,0
"45239","ENSDART00000062732","si:ch211-63p21.4",0,0,0,0
"45240","ENSDART00000172752","si:dkey-83f18.4",0,0,0,0
"45241","ENSDART00000139823","si:dkey-83f18.4",0,0,0,0
"45242","ENSDART00000128855","cbln11",0,0,0,0
"45243","ENSDART00000156126","CR383683.1",0,0,0,0
"45244","ENSDART00000134653","slc12a10.3",0,0,0,0
"45245","ENSDART00000172915","slc12a10.3",0,0,0,0
"45246","ENSDART00000140770","slc12a10.1",0,0,0,0
"45247","ENSDART00000023090","slc12a10.1",0,0,0,0
"45248","ENSDART00000168350","slc12a10.1",0,0,0,0
"45249","ENSDART00000163670","5S_rRNA",0,0,0,0
"45250","ENSDART00000143528","si:dkey-83f18.14",0,0,0,0
"45251","ENSDART00000133883","CR318646.2",0,0,0,0
"45252","ENSDART00000138738","CR318646.3",0,0,0,0
"45253","ENSDART00000137468","si:dkey-83f18.11",0,0,0,0
"45254","ENSDART00000140860","si:dkey-83f18.10",0,0,0,0
"45255","ENSDART00000143778","si:dkey-83f18.10",0,0,0,0
"45256","ENSDART00000139326","si:dkey-83f18.9",0,0,0,0
"45257","ENSDART00000146915","si:dkey-83f18.9",0,0,0,0
"45258","ENSDART00000105079","zgc:162060",0,0,0,0
"45259","ENSDART00000108797","zgc:162060",0,0,0,0
"45260","ENSDART00000143109","CR318646.1",0,0,0,0
"45261","ENSDART00000137830","si:dkey-83f18.7",0,0,0,0
"45262","ENSDART00000136195","si:dkey-83f18.4",0,0,0,0
"45263","ENSDART00000143777","si:dkey-83f18.4",0,0,0,0
"45264","ENSDART00000141073","si:dkey-83f18.15",0,0,0,0
"45265","ENSDART00000172384","si:dkey-83f18.3",0,0,0,0
"45266","ENSDART00000148099","si:dkey-83f18.3",0,0,0,0
"45267","ENSDART00000108557","si:dkey-83f18.3",0,0,0,0
"45268","ENSDART00000137387","si:dkey-83f18.6",0,0,0,0
"45269","ENSDART00000064121","si:dkey-83f18.2",0,0,0,0
"45270","ENSDART00000144321","si:dkey-83f18.2",0,0,0,0
"45271","ENSDART00000142344","si:dkey-83f18.2",0,0,0,0
"45272","ENSDART00000134368","si:dkey-83f18.5",0,0,0,0
"45273","ENSDART00000143622","si:dkey-83f18.5",0,0,0,0
"45274","ENSDART00000147528","si:ch211-225k7.6",0,0,0,0
"45275","ENSDART00000111390","si:ch211-225k7.6",0,0,0,0
"45276","ENSDART00000112697","si:ch211-225k7.2",0,0,0,0
"45277","ENSDART00000132862","si:ch211-225k7.3",0,0,0,0
"45278","ENSDART00000144873","si:ch211-225k7.3",0,0,0,0
"45279","ENSDART00000139880","si:ch211-225k7.4",0,0,0,0
"45280","ENSDART00000135106","si:ch211-225k7.5",0,0,0,0
"45281","ENSDART00000134882","si:dkey-28d5.1",0,0,0,0
"45282","ENSDART00000137722","si:dkey-28d5.1",0,0,0,0
"45283","ENSDART00000139960","si:dkey-28d5.3",0,0,0,0
"45284","ENSDART00000154990","si:dkey-28d5.3",0,0,0,0
"45285","ENSDART00000142704","si:dkey-28d5.4",0,0,0,0
"45286","ENSDART00000131531","si:dkey-28d5.4",0,0,0,0
"45287","ENSDART00000140487","CR318599.2",0,0,0,0
"45288","ENSDART00000137489","si:dkey-83f18.8",0,0,0,0
"45289","ENSDART00000131645","si:dkey-28d5.7",0,0,0,0
"45290","ENSDART00000139120","si:dkey-28d5.8",0,0,0,0
"45291","ENSDART00000137369","si:dkey-28d5.8",0,0,0,0
"45292","ENSDART00000134845","CR318599.1",0,0,0,0
"45293","ENSDART00000147669","si:dkey-28d5.10",0,0,0,0
"45294","ENSDART00000137385","si:dkey-28d5.11",0,0,0,0
"45295","ENSDART00000038628","si:dkey-28d5.11",0,0,0,0
"45296","ENSDART00000135154","si:dkey-28d5.12",0,0,0,0
"45297","ENSDART00000113403","si:dkey-28d5.12",0,0,0,0
"45298","ENSDART00000138168","si:dkey-28d5.13",0,0,0,0
"45299","ENSDART00000114543","si:dkey-28d5.13",0,0,0,0
"45300","ENSDART00000143722","si:dkey-28d5.14",0,0,0,0
"45301","ENSDART00000105073","si:dkey-28d5.14",0,0,0,0
"45302","ENSDART00000067835","CU210845.1",0,0,0,0
"45303","ENSDART00000120677","5S_rRNA",0,0,0,0
"45304","ENSDART00000172889","si:dkey-81n2.2",0,0,0,0
"45305","ENSDART00000145389","si:dkey-81n2.2",0,0,0,0
"45306","ENSDART00000132983","si:dkey-81n2.1",0,0,0,0
"45307","ENSDART00000137067","si:dkey-81n2.1",0,0,0,0
"45308","ENSDART00000140180","CR847899.1",0,0,0,0
"45309","ENSDART00000146083","si:ch211-272h9.3",0,0,0,0
"45310","ENSDART00000146145","ltb4r",0,0,0,0
"45311","ENSDART00000141282","CR847899.2",0,0,0,0
"45312","ENSDART00000097877","ltb4r2a",0,0,0,0
"45313","ENSDART00000133393","si:ch211-272h9.6",0,0,0,0
"45314","ENSDART00000084218","zgc:195075",0,0,0,0
"45315","ENSDART00000172957","zgc:195075",0,0,0,0
"45316","ENSDART00000162262","zgc:195075",0,0,0,0
"45317","ENSDART00000172751","si:ch73-223f5.2",0,0,0,0
"45318","ENSDART00000172930","si:ch73-223f5.2",0,0,0,0
"45319","ENSDART00000172963","FP236789.1",0,0,0,0
"45320","ENSDART00000171486","vangl2",0,0,0,0
"45321","ENSDART00000172980","arhgef11",0,0,0,0
"45322","ENSDART00000123028","MYADM (1 of many)",0,0,0,0
"45323","ENSDART00000142709","si:dkeyp-67a8.4",0,0,0,0
"45324","ENSDART00000172936","BX005156.2",0,0,0,0
"45325","ENSDART00000132475","BX005156.2",0,0,0,0
"45326","ENSDART00000173061","BX005156.3",0,0,0,0
"45327","ENSDART00000145458","si:ch211-165f21.4",0,0,0,0
"45328","ENSDART00000142499","si:ch211-165f21.4",0,0,0,0
"45329","ENSDART00000140131","BX005156.1",0,0,0,0
"45330","ENSDART00000169649","si:ch211-165f21.2",0,0,0,0
"45331","ENSDART00000136915","si:ch211-165f21.2",0,0,0,0
"45332","ENSDART00000162214",NA,0,0,0,0
"45333","ENSDART00000173160","zgc:112234",0,0,0,0
"45334","ENSDART00000167156",NA,0,0,0,0
"45335","ENSDART00000172959","si:dkey-23a13.12",0,0,0,0
"45336","ENSDART00000173422","CU459186.8",0,0,0,0
"45337","ENSDART00000162904",NA,0,0,0,0
"45338","ENSDART00000169860","CR361568.1",0,0,0,0
"45339","ENSDART00000081435","si:ch211-220f21.2",0,0,0,0
"45340","ENSDART00000162734","si:ch211-220f21.2",0,0,0,0
"45341","ENSDART00000161304","zgc:165551",0,0,0,0
"45342","ENSDART00000164935",NA,0,0,0,0
"45343","ENSDART00000158907",NA,0,0,0,0
"45344","ENSDART00000166795",NA,0,0,0,0
"45345","ENSDART00000056178","si:ch73-368j24.17",0,0,0,0
"45346","ENSDART00000172816","CU457819.5",0,0,0,0
"45347","ENSDART00000173419","si:ch73-368j24.1",0,0,0,0
"45348","ENSDART00000164372","zgc:165551",0,0,0,0
"45349","ENSDART00000164788",NA,0,0,0,0
"45350","ENSDART00000158638",NA,0,0,0,0
"45351","ENSDART00000170761",NA,0,0,0,0
"45352","ENSDART00000166808",NA,0,0,0,0
"45353","ENSDART00000164123",NA,0,0,0,0
"45354","ENSDART00000064611","si:cabz01036022.1",0,0,0,0
"45355","ENSDART00000124851",NA,0,0,0,0
"45356","ENSDART00000077071","CAPN1 (1 of many)",0,0,0,0
"45357","ENSDART00000119545","5S_rRNA",0,0,0,0
"45358","ENSDART00000159552","zgc:175248",0,0,0,0
"45359","ENSDART00000157731","zgc:175248",0,0,0,0
"45360","ENSDART00000172780","zgc:175248",0,0,0,0
"45361","ENSDART00000172844","zgc:175248",0,0,0,0
"45362","ENSDART00000159213","ccs",0,0,0,0
"45363","ENSDART00000172553","ccs",0,0,0,0
"45364","ENSDART00000160709","rbm14b",0,0,0,0
"45365","ENSDART00000119830","5S_rRNA",0,0,0,0
"45366","ENSDART00000160569","ACEA_U3",0,0,0,0
"45367","ENSDART00000158869","ACEA_U3",0,0,0,0
"45368","ENSDART00000172841","si:ch211-163c2.1",0,0,0,0
"45369","ENSDART00000172931","si:ch211-163c2.2",0,0,0,0
"45370","ENSDART00000173008","si:ch211-163c2.3",0,0,0,0
"45371","ENSDART00000164842",NA,0,0,0,0
"45372","ENSDART00000102535","f13a1b",0,0,0,0
"45373","ENSDART00000102091","jac7",0,0,0,0
"45374","ENSDART00000173094","zgc:172143",0,0,0,0
"45375","ENSDART00000057103","CR382283.1",0,0,0,0
"45376","ENSDART00000112599","aep1",0,0,0,0
"45377","ENSDART00000115045","jac10",0,0,0,0
"45378","ENSDART00000172993","jac10",0,0,0,0
"45379","ENSDART00000112492","zgc:194686",0,0,0,0
"45380","ENSDART00000173046","jac1",0,0,0,0
"45381","ENSDART00000144794","jac1",0,0,0,0
"45382","ENSDART00000173165","CR382283.2",0,0,0,0
"45383","ENSDART00000173054","si:dkeyp-32g11.8",0,0,0,0
"45384","ENSDART00000172880","jac4",0,0,0,0
"45385","ENSDART00000145478","jac4",0,0,0,0
