"","target_id","ext_gene","2dpi-0dpi","4dpi-0dpi","7dpi-0dpi","12dpi-0dpi"
"18777","ENSDART00000159852","prkab1b",0,0,0,0
"18778","ENSDART00000020637","hpx",0,0,0,0
"18779","ENSDART00000156800","si:ch211-225b7.5",0,0,0,0
"18780","ENSDART00000163009","neo1b",0,0,0,0
"18781","ENSDART00000018524","pcyt1aa",0,0,0,0
"18782","ENSDART00000162774","abca2",0,0,0,0
"18783","ENSDART00000145976","serpinh1b",0,0,0,0
"18784","ENSDART00000156001","BX537308.1",0,0,0,0
"18785","ENSDART00000153755","rrp8",0,0,0,0
"18786","ENSDART00000104724","pank1a",0,0,0,0
"18787","ENSDART00000112141",NA,0,0,0,0
"18788","ENSDART00000041335","chodl",0,0,0,0
"18789","ENSDART00000140674","cicb",0,0,0,0
"18790","ENSDART00000137768","zzz3",0,0,0,0
"18791","ENSDART00000112428","iqck",0,0,0,0
"18792","ENSDART00000132406","cnnm4b",0,0,0,0
"18793","ENSDART00000003339","dnai2b",0,0,0,0
"18794","ENSDART00000160910","si:ch211-121a2.4",0,0,0,0
"18795","ENSDART00000046035","max",0,0,0,0
"18796","ENSDART00000157511","eya4",0,0,0,0
"18797","ENSDART00000163853","mapk10",0,0,0,0
"18798","ENSDART00000134530","mlst8",0,0,0,0
"18799","ENSDART00000114742","si:dkey-250i3.3",0,0,0,0
"18800","ENSDART00000020703","ints7",0,0,0,0
"18801","ENSDART00000143020","stx2b",0,0,0,0
"18802","ENSDART00000144603","vps9d1",0,0,0,0
"18803","ENSDART00000065568","zgc:113227",0,0,0,0
"18804","ENSDART00000164250","CR339059.1",0,0,0,0
"18805","ENSDART00000157417","si:dkey-264f17.4",0,0,0,0
"18806","ENSDART00000147657","fbrsl1",0,0,0,0
"18807","ENSDART00000155291","tomm6",0,0,0,0
"18808","ENSDART00000137869","synpo2b",0,0,0,0
"18809","ENSDART00000157986","znf1147",0,0,0,0
"18810","ENSDART00000137057","fam204a",0,0,0,0
"18811","ENSDART00000035710","lin7c",0,-1,-1,0
"18812","ENSDART00000021947","AMDHD1",0,0,0,0
"18813","ENSDART00000144052","oprd1a",0,0,0,0
"18814","ENSDART00000131268","rhbdd2",0,0,0,0
"18815","ENSDART00000105135","oprl1",0,0,0,0
"18816","ENSDART00000163702","nrg1",0,0,0,0
"18817","ENSDART00000136719","rbms3",0,0,0,0
"18818","ENSDART00000116664","SNORD65",0,0,0,0
"18819","ENSDART00000163118","htr5aa",0,0,0,0
"18820","ENSDART00000110553","ranbp1",0,0,0,0
"18821","ENSDART00000132884","cxxc5a",0,0,1,0
"18822","ENSDART00000155276","CR388029.1",0,0,0,0
"18823","ENSDART00000168947","eif4a3",0,0,0,0
"18824","ENSDART00000152468","BX248118.1",0,0,0,0
"18825","ENSDART00000170170","znf1015",0,0,0,0
"18826","ENSDART00000134327","ccr7",0,0,0,0
"18827","ENSDART00000152571","si:dkey-1c7.3",0,0,0,0
"18828","ENSDART00000115136","dennd3a",0,0,0,0
"18829","ENSDART00000167073","ndrg3a",0,0,0,0
"18830","ENSDART00000125371","mknk1",0,1,1,0
"18831","ENSDART00000053125","sema3e",0,0,0,0
"18832","ENSDART00000038465","rassf1",0,0,0,0
"18833","ENSDART00000108838","tecrb",0,0,0,0
"18834","ENSDART00000167491","papd4",0,0,0,0
"18835","ENSDART00000113467","igdcc4",0,0,0,0
"18836","ENSDART00000110623","arsj",0,0,0,0
"18837","ENSDART00000128047","uqcrc1",0,0,0,0
"18838","ENSDART00000127477","adad1",0,0,0,0
"18839","ENSDART00000154521","AL935300.2",0,0,0,0
"18840","ENSDART00000085164","elp6",0,0,0,0
"18841","ENSDART00000169384","cdc20",0,0,0,0
"18842","ENSDART00000046802","sccpdha",0,0,0,0
"18843","ENSDART00000065385","nr4a2b",0,0,0,0
"18844","ENSDART00000099841","rad51c",0,0,0,0
"18845","ENSDART00000125099","tbck",0,0,0,0
"18846","ENSDART00000109689","gramd1ba",0,0,0,0
"18847","ENSDART00000169974","sdr42e1",0,0,0,0
"18848","ENSDART00000171641","pcxa",0,0,0,0
"18849","ENSDART00000028410","cd226",0,0,0,0
"18850","ENSDART00000139551","aldh3a2a",0,0,0,0
"18851","ENSDART00000142459","sirt3",0,0,0,0
"18852","ENSDART00000165807",NA,0,0,0,0
"18853","ENSDART00000014379","uqcrc2b",0,0,0,0
"18854","ENSDART00000104888","slc35b4",0,0,0,0
"18855","ENSDART00000169774","si:dkey-172k15.5",0,0,0,0
"18856","ENSDART00000165229","mynn",0,0,0,0
"18857","ENSDART00000165257","ptprb",0,0,0,0
"18858","ENSDART00000013359","or101-1",0,0,0,0
"18859","ENSDART00000144964","zgc:174931",0,0,0,0
"18860","ENSDART00000145673","si:ch211-126i22.5",0,0,1,0
"18861","ENSDART00000101472","tat",0,0,0,0
"18862","ENSDART00000130915","SNORD60",0,0,0,0
"18863","ENSDART00000170613","pcdh1a3",0,0,0,0
"18864","ENSDART00000158077","arr3b",0,0,-1,0
"18865","ENSDART00000172166","NDUFC1",0,-1,-1,0
"18866","ENSDART00000172291","srsf2b",0,0,0,0
"18867","ENSDART00000168767","CU993816.1",0,0,0,0
"18868","ENSDART00000168548","CU929259.1",0,0,0,0
"18869","ENSDART00000078665","tmem131",0,0,0,0
"18870","ENSDART00000162024",NA,0,0,0,0
"18871","ENSDART00000064150","SAYSD1",0,0,0,0
"18872","ENSDART00000085559","gck",0,0,0,0
"18873","ENSDART00000160540","trappc11",0,0,0,0
"18874","ENSDART00000158931","CR376730.3",0,0,0,0
"18875","ENSDART00000136254","taar12h",0,0,0,0
"18876","ENSDART00000145222","ccbl1",0,0,0,0
"18877","ENSDART00000099677","bloc1s3",0,0,0,0
"18878","ENSDART00000166473","zgc:153952",0,0,0,0
"18879","ENSDART00000165369","znf1141",0,0,0,0
"18880","ENSDART00000102973","eda",0,0,0,0
"18881","ENSDART00000103020","eda",0,0,0,0
"18882","ENSDART00000053511","myo1ca",0,0,0,0
"18883","ENSDART00000123341","prok2",0,0,0,0
"18884","ENSDART00000138717","si:ch211-263k4.2",0,0,0,0
"18885","ENSDART00000133787","cd4-1",0,0,0,0
"18886","ENSDART00000151936","zfpm2a",0,0,0,0
"18887","ENSDART00000151319","mpp6b",0,0,0,0
"18888","ENSDART00000123445","rtel1",0,0,0,0
"18889","ENSDART00000155709","clpb",0,0,0,0
"18890","ENSDART00000035062","nf2b",0,0,0,0
"18891","ENSDART00000002029","fkbp8",0,0,-1,0
"18892","ENSDART00000137257","myrip",0,0,0,0
"18893","ENSDART00000067479","stra6",0,0,0,0
"18894","ENSDART00000102611","cd2ap",0,0,0,0
"18895","ENSDART00000152764","MFAP4 (1 of many)",0,0,0,0
"18896","ENSDART00000059231","enpp6",0,0,0,0
"18897","ENSDART00000165862","CU062501.1",0,0,0,0
"18898","ENSDART00000158104","SHKBP1",0,0,0,0
"18899","ENSDART00000125227","ZNF189 (1 of many)",0,0,0,0
"18900","ENSDART00000170642","trim35-19",0,0,0,0
"18901","ENSDART00000135671","rbpms2b",0,0,0,0
"18902","ENSDART00000138259","asb6",0,0,0,0
"18903","ENSDART00000165749","si:ch73-170d6.2",0,0,0,0
"18904","ENSDART00000158239","elovl1b",0,0,0,0
"18905","ENSDART00000170633","si:dkey-19b23.7",0,0,0,0
"18906","ENSDART00000005764","cyp39a1",0,0,0,0
"18907","ENSDART00000010699","sf3a2",0,0,0,0
"18908","ENSDART00000152707","HSPA8 (1 of many)",0,0,0,0
"18909","ENSDART00000134025","fgf12a",0,0,0,0
"18910","ENSDART00000164377","mvb12ba",0,0,0,0
"18911","ENSDART00000168336","si:zfos-128g4.1",0,0,0,0
"18912","ENSDART00000151045","BX936397.1",0,0,0,0
"18913","ENSDART00000166704","neu3.5",0,0,0,0
"18914","ENSDART00000104523","arntl1b",0,1,1,1
"18915","ENSDART00000157424","CU693379.1",0,0,0,0
"18916","ENSDART00000160162","PLA2G10",0,0,0,0
"18917","ENSDART00000074789","zfr",0,0,0,0
"18918","ENSDART00000145503","tmem237a",0,0,0,0
"18919","ENSDART00000123892","hist1h4l",0,0,0,0
"18920","ENSDART00000134886","arrdc3a",0,0,0,0
"18921","ENSDART00000097249","aldh2.2",0,0,0,-1
"18922","ENSDART00000123104","notch2",0,0,0,0
"18923","ENSDART00000137464","srsf2a",0,0,0,0
"18924","ENSDART00000173398","pcdh19",0,-1,0,0
"18925","ENSDART00000137834","pcmtl",0,0,0,0
"18926","ENSDART00000170007","si:ch73-281i18.6",0,0,0,0
"18927","ENSDART00000042766","adh8b",0,0,0,0
"18928","ENSDART00000132797","dab1b",0,0,0,0
"18929","ENSDART00000005431","psmd8",0,0,0,0
"18930","ENSDART00000026383","sigmar1",0,0,0,0
"18931","ENSDART00000172535","elovl5",0,0,0,0
"18932","ENSDART00000146832","cryba2b",0,0,0,0
"18933","ENSDART00000064878","gxylt2",0,0,-1,-1
"18934","ENSDART00000169123","gdpd3a",0,0,0,0
"18935","ENSDART00000136096","tmem209",0,0,0,0
"18936","ENSDART00000034534","zbed4",0,0,0,0
"18937","ENSDART00000099327","rab8b",0,0,0,0
"18938","ENSDART00000153449","nat9",0,0,0,0
"18939","ENSDART00000162397","si:ch211-182p11.1",0,0,0,0
"18940","ENSDART00000047471","cluha",0,0,0,0
"18941","ENSDART00000160830","si:ch1073-140o9.2",0,0,0,0
"18942","ENSDART00000153207","ivns1abpa",0,0,0,0
"18943","ENSDART00000148019","myo7ab",0,0,0,0
"18944","ENSDART00000136636","fgfr1bl",0,0,0,0
"18945","ENSDART00000138142","chchd6a",0,0,0,0
"18946","ENSDART00000067078","plekhg5a",0,0,-1,0
"18947","ENSDART00000140048","lzic",0,0,0,0
"18948","ENSDART00000143428","rps3a",0,0,0,0
"18949","ENSDART00000132423","si:dkey-222h21.9",0,0,0,0
"18950","ENSDART00000085736","prf1.9",0,0,0,0
"18951","ENSDART00000151401","cyc1",0,0,0,0
"18952","ENSDART00000158191","stap2b",0,0,0,0
"18953","ENSDART00000162738","fam120b",0,0,0,0
"18954","ENSDART00000163841","lsr",0,0,0,0
"18955","ENSDART00000147873","rpl37",0,0,0,0
"18956","ENSDART00000139276","zgc:171887",0,0,0,0
"18957","ENSDART00000159402","si:dkey-17o15.2",0,0,0,0
"18958","ENSDART00000023653",NA,0,0,0,0
"18959","ENSDART00000062378","adamts15b",0,0,0,0
"18960","ENSDART00000169100","glg1b",0,0,0,0
"18961","ENSDART00000143475","cpne2",0,0,0,0
"18962","ENSDART00000128820","kcnj11l",0,0,0,0
"18963","ENSDART00000143074","clcn7",0,0,0,0
"18964","ENSDART00000098247","wbp4",0,0,0,0
"18965","ENSDART00000067478","pkp3a",0,0,1,0
"18966","ENSDART00000171906","prpf19",0,0,0,0
"18967","ENSDART00000160591","taar10",0,0,0,0
"18968","ENSDART00000136313","si:dkeyp-1h4.6",0,0,0,0
"18969","ENSDART00000081633","si:dkey-119f1.1",0,0,0,0
"18970","ENSDART00000083388","tmem98",0,0,0,0
"18971","ENSDART00000156211","adcyap1r1b",0,0,-1,0
"18972","ENSDART00000173150","tmc6b",0,0,0,0
"18973","ENSDART00000158832","si:dkey-65j6.2",0,0,0,0
"18974","ENSDART00000130128","rgs9a",0,0,0,0
"18975","ENSDART00000163357","zgc:173720",0,0,0,0
"18976","ENSDART00000172599","si:ch211-106j21.6",0,0,0,0
"18977","ENSDART00000110632","H2AFX (1 of many)",0,0,0,0
"18978","ENSDART00000166544","tollip",0,0,0,0
"18979","ENSDART00000121828","tfdp1a",0,0,0,0
"18980","ENSDART00000167826","srsf11",0,0,0,0
"18981","ENSDART00000135053","zmp:0000001316",0,0,0,0
"18982","ENSDART00000059976","nr2f2",0,0,0,0
"18983","ENSDART00000025926","col12a1b",0,0,0,0
"18984","ENSDART00000059872","ppp1r35",0,0,0,0
"18985","ENSDART00000102472","dars",0,0,0,0
"18986","ENSDART00000164865","si:dkey-15h8.10",0,0,0,0
"18987","ENSDART00000098350","si:dkey-24l11.2",0,0,0,0
"18988","ENSDART00000023971","slc5a5",0,0,0,0
"18989","ENSDART00000027255","tardbpl",0,0,0,0
"18990","ENSDART00000064176","mob3c",0,0,0,0
"18991","ENSDART00000166838","CABZ01069016.1",0,0,0,0
"18992","ENSDART00000088827","dpp7",0,0,0,0
"18993","ENSDART00000142696","rsrc2",0,0,0,0
"18994","ENSDART00000165529","selk",0,0,0,0
"18995","ENSDART00000109737","cox15",0,0,0,0
"18996","ENSDART00000162803","ext1a",0,0,0,0
"18997","ENSDART00000086164","kctd3",0,0,0,0
"18998","ENSDART00000057464","trim35-31",0,0,0,0
"18999","ENSDART00000110005","cdhr1a",0,0,-1,0
"19000","ENSDART00000110514","prr12a",0,0,0,0
"19001","ENSDART00000113700",NA,0,0,0,0
"19002","ENSDART00000003891","jupa",0,1,1,0
"19003","ENSDART00000058032","fam204a",0,0,0,0
"19004","ENSDART00000168897","mapkbp1",0,0,0,0
"19005","ENSDART00000159477","lifra",0,0,0,0
"19006","ENSDART00000144006","crtc1b",0,0,0,0
"19007","ENSDART00000137640","ptpdc1b",0,0,0,0
"19008","ENSDART00000129371","CABZ01072827.1",0,0,0,0
"19009","ENSDART00000089506","larp4b",0,0,0,0
"19010","ENSDART00000116198","5S_rRNA",0,0,0,0
"19011","ENSDART00000141311","cnot1",0,0,0,0
"19012","ENSDART00000137132","adam28",0,0,0,0
"19013","ENSDART00000171338","rhot1b",0,0,0,0
"19014","ENSDART00000052030","cdkn2aip",0,0,0,0
"19015","ENSDART00000140757","CR854838.1",0,0,0,0
"19016","ENSDART00000147923","st3gal5",0,0,0,0
"19017","ENSDART00000161034","tm2d2",0,0,0,0
"19018","ENSDART00000172230","cep83",0,0,0,0
"19019","ENSDART00000057712","soul2",0,0,0,0
"19020","ENSDART00000123503","smc6",0,0,0,0
"19021","ENSDART00000091466","polr3b",0,0,0,0
"19022","ENSDART00000143480","hivep3a",0,0,0,0
"19023","ENSDART00000134695","EPB41L2",0,0,0,0
"19024","ENSDART00000141510","ociad1",0,0,0,0
"19025","ENSDART00000165207","fam160a1b",0,0,-1,0
"19026","ENSDART00000139970","ano10b",0,0,0,0
"19027","ENSDART00000158793","CEP192",0,0,0,0
"19028","ENSDART00000144699","pter",0,0,0,0
"19029","ENSDART00000148856","srrm1",0,0,0,0
"19030","ENSDART00000163498","si:ch73-281i18.7",0,0,0,0
"19031","ENSDART00000065206","wdr78",0,0,0,0
"19032","ENSDART00000146871","adgrl3.1",0,0,0,0
"19033","ENSDART00000125988","rgs12b",0,0,0,0
"19034","ENSDART00000025285","drg2",0,0,0,0
"19035","ENSDART00000016660","MCUR1",0,0,0,0
"19036","ENSDART00000114860","lacc1",0,0,0,0
"19037","ENSDART00000099426","crfb1",0,0,0,0
"19038","ENSDART00000139332","PAXBP1",0,0,0,0
"19039","ENSDART00000016727","eif1ad",0,0,0,0
"19040","ENSDART00000029781","ahsa1a",0,0,0,0
"19041","ENSDART00000172277","CABZ01080379.1",0,0,0,0
"19042","ENSDART00000157028","map3k3",0,0,0,0
"19043","ENSDART00000162498","zgc:113443",0,0,0,0
"19044","ENSDART00000172402","zgc:113443",0,0,0,0
"19045","ENSDART00000038577","rab36",0,0,0,0
"19046","ENSDART00000110278","rassf9",0,0,0,-1
"19047","ENSDART00000142635","CU914776.1",0,0,0,0
"19048","ENSDART00000006703","maf1",0,0,0,0
"19049","ENSDART00000157093","si:dkey-40c11.1",0,0,0,0
"19050","ENSDART00000140578","si:dkey-20i20.2",0,0,0,0
"19051","ENSDART00000132733","ca6",0,0,0,0
"19052","ENSDART00000155830","CU571318.1",0,0,0,0
"19053","ENSDART00000017977","acvr1l",0,0,0,0
"19054","ENSDART00000148220","rab14",0,0,0,0
"19055","ENSDART00000097580","pigl",0,0,0,0
"19056","ENSDART00000150087","slc30a5",0,0,0,0
"19057","ENSDART00000101655","calr",0,0,0,0
"19058","ENSDART00000137025","pamr1",0,0,0,0
"19059","ENSDART00000170596","ciita",0,0,0,0
"19060","ENSDART00000043496","zgc:172121",0,0,0,0
"19061","ENSDART00000123257","mknk1",0,0,0,0
"19062","ENSDART00000159183","CABZ01102039.1",0,0,0,0
"19063","ENSDART00000169284","cldn15b",0,0,0,0
"19064","ENSDART00000132981","si:dkey-126g1.9",0,0,1,1
"19065","ENSDART00000155612","BX649442.2",0,0,0,0
"19066","ENSDART00000151523","CU633478.1",0,0,0,0
"19067","ENSDART00000011727","ccdc149b",0,0,0,0
"19068","ENSDART00000132722","BX649599.1",0,0,0,0
"19069","ENSDART00000151001","grin2aa",0,0,0,0
"19070","ENSDART00000115903","dre-mir-153c",0,0,0,0
"19071","ENSDART00000158462","lrrc1",0,0,0,0
"19072","ENSDART00000172504","si:ch211-154o6.3",0,0,0,0
"19073","ENSDART00000055395","osr2",0,0,1,0
"19074","ENSDART00000088760","bag6l",0,0,0,0
"19075","ENSDART00000137442","AL954134.1",0,0,0,0
"19076","ENSDART00000154094","mgat1a",0,0,0,0
"19077","ENSDART00000130695","top2b",0,0,0,0
"19078","ENSDART00000164337","cspg5b",0,0,0,0
"19079","ENSDART00000114417","dclk3",0,0,0,0
"19080","ENSDART00000128011","tnfsf10l3",0,0,-1,-1
"19081","ENSDART00000165816","usp2a",0,0,0,0
"19082","ENSDART00000171001","si:ch211-271g18.1",0,0,0,0
"19083","ENSDART00000159988","fam193b",0,0,0,0
"19084","ENSDART00000121551","cry4",0,0,0,0
"19085","ENSDART00000169786","nr2c2",0,0,0,0
"19086","ENSDART00000156690","ftr88",0,0,1,0
"19087","ENSDART00000141381","anapc1",0,0,0,0
"19088","ENSDART00000110647","CCKBR (1 of many)",0,0,0,0
"19089","ENSDART00000012670","pnn",0,0,0,0
"19090","ENSDART00000122587","dao.3",0,0,0,0
"19091","ENSDART00000128496","rpl34",0,0,0,0
"19092","ENSDART00000152037","ttc7b",0,0,0,0
"19093","ENSDART00000109520","fbxl14a",0,0,0,0
"19094","ENSDART00000150357","rfx1b",0,0,0,0
"19095","ENSDART00000161534","lmtk2",0,0,0,0
"19096","ENSDART00000120715","5S_rRNA",0,0,0,0
"19097","ENSDART00000165180","tarsl2",0,0,0,0
"19098","ENSDART00000154622","kansl1b",0,0,0,0
"19099","ENSDART00000166069","dlg1l",0,0,0,0
"19100","ENSDART00000136658","clta",0,0,0,0
"19101","ENSDART00000004361","klf5a",0,0,0,0
"19102","ENSDART00000162202","znf1148",0,0,0,0
"19103","ENSDART00000151658","si:dkey-19e4.5",0,0,0,0
"19104","ENSDART00000165063","ergic3",0,0,0,0
"19105","ENSDART00000127655",NA,0,0,0,0
"19106","ENSDART00000133400","slc33a1",0,0,0,0
"19107","ENSDART00000104220","irgf1",0,0,0,0
"19108","ENSDART00000131518","si:dkey-284p5.3",0,0,0,0
"19109","ENSDART00000152854","galnt14",0,0,0,0
"19110","ENSDART00000155006","si:ch211-226h8.15",0,0,0,0
"19111","ENSDART00000143482","fsd1l",0,0,0,0
"19112","ENSDART00000164627","zgc:77439",0,0,0,0
"19113","ENSDART00000147284","FRMD4A",0,0,0,0
"19114","ENSDART00000077753","foxc1b",0,0,0,0
"19115","ENSDART00000033103","gatad2ab",0,0,0,0
"19116","ENSDART00000168242","plcg1",0,0,0,0
"19117","ENSDART00000146962","STX3 (1 of many)",0,0,-1,0
"19118","ENSDART00000168432","U6",0,0,0,0
"19119","ENSDART00000138272","hnf4a",0,0,0,0
"19120","ENSDART00000167381","INAVA (1 of many)",0,0,0,0
"19121","ENSDART00000159353","CR391997.1",0,0,0,0
"19122","ENSDART00000172811","ubap1lb",0,0,-1,0
"19123","ENSDART00000142857","add3a",0,0,0,0
"19124","ENSDART00000023488","atp6v1d",0,0,0,0
"19125","ENSDART00000147507","thumpd3",0,0,0,0
"19126","ENSDART00000160626","st6galnac6",0,0,0,0
"19127","ENSDART00000139135","sulf2b",0,0,0,0
"19128","ENSDART00000010420","actr1",0,0,1,0
"19129","ENSDART00000031752","rfx4",0,0,0,0
"19130","ENSDART00000051719",NA,0,0,0,0
"19131","ENSDART00000051552","mpdu1a",0,0,0,-1
"19132","ENSDART00000161225","zgc:113443",0,0,0,0
"19133","ENSDART00000110845","fhit",0,0,0,0
"19134","ENSDART00000159110","ccdc61",0,0,0,0
"19135","ENSDART00000030553","top3b",0,0,0,0
"19136","ENSDART00000110614","tmem41b",0,0,0,0
"19137","ENSDART00000173033","CR352285.2",0,0,0,0
"19138","ENSDART00000136660","greb1l",0,0,0,0
"19139","ENSDART00000027772","pcyt1ab",0,0,0,0
"19140","ENSDART00000142973","rnf11a",0,0,0,0
"19141","ENSDART00000170660","si:dkey-282h22.5",0,0,0,0
"19142","ENSDART00000151484","sp3b",0,0,0,0
"19143","ENSDART00000090881","si:dkey-100n10.2",0,0,0,0
"19144","ENSDART00000157089","ECT2L",0,0,0,0
"19145","ENSDART00000112317","zgc:194621",0,0,0,0
"19146","ENSDART00000144157","si:ch211-56a11.2",0,0,0,0
"19147","ENSDART00000149733","rad52",0,0,0,0
"19148","ENSDART00000135549","galnt11",0,0,0,0
"19149","ENSDART00000133616","optn",0,0,0,0
"19150","ENSDART00000138254","abi2a",0,0,0,0
"19151","ENSDART00000152230","si:ch211-155o21.4",0,0,0,0
"19152","ENSDART00000142284","meig1",0,0,0,0
"19153","ENSDART00000036927","ndufs1",0,0,0,0
"19154","ENSDART00000003805","pth1rb",0,0,0,0
"19155","ENSDART00000139317","aif1l",0,0,0,0
"19156","ENSDART00000165546","si:dkey-245n4.2",0,0,0,0
"19157","ENSDART00000146980","mat2aa",0,0,0,0
"19158","ENSDART00000120981","5S_rRNA",0,0,0,0
"19159","ENSDART00000173196","CR769769.1",0,0,0,0
"19160","ENSDART00000163741","pwwp2b",0,1,1,1
"19161","ENSDART00000146536","KCP",0,0,0,0
"19162","ENSDART00000147487","pdk2b",0,0,0,0
"19163","ENSDART00000112915","UMAD1",0,0,0,0
"19164","ENSDART00000112053","fam89a",0,0,0,0
"19165","ENSDART00000110252","ppp2r5cb",0,0,0,0
"19166","ENSDART00000086946","mov10b.1",0,0,1,0
"19167","ENSDART00000021491","csnk1db",0,-1,0,0
"19168","ENSDART00000131351","si:ch211-270n8.1",0,0,0,0
"19169","ENSDART00000131536","hmga1a",0,0,0,0
"19170","ENSDART00000113824","hdgfrp2",0,0,0,0
"19171","ENSDART00000098009","tbc1d22b",0,0,0,0
"19172","ENSDART00000097644","ephb4b",0,0,0,0
"19173","ENSDART00000167430","lrrc24",0,-1,0,0
"19174","ENSDART00000166013","abhd8a",0,0,0,0
"19175","ENSDART00000074737","shmt1",0,0,0,0
"19176","ENSDART00000142531","ankle2",0,0,0,0
"19177","ENSDART00000155174","si:dkeyp-111e5.4",0,0,0,0
"19178","ENSDART00000153489","ca16b",0,0,0,0
"19179","ENSDART00000048887","csrp1b",0,0,0,0
"19180","ENSDART00000061663","fbxl17",0,0,0,0
"19181","ENSDART00000125953","ttn.1",0,0,0,0
"19182","ENSDART00000140886","tmem150c",0,0,0,0
"19183","ENSDART00000064471","ugt5g2",0,0,0,0
"19184","ENSDART00000171028","BX000534.2",0,0,0,0
"19185","ENSDART00000155065","plekhg2",0,0,0,0
"19186","ENSDART00000165293","slc25a40",0,0,0,0
"19187","ENSDART00000142731","rce1b",0,-1,-1,0
"19188","ENSDART00000086115","trpc5b",0,0,0,0
"19189","ENSDART00000159129","BX908757.1",0,0,0,0
"19190","ENSDART00000158085","BX908757.3",0,0,0,0
"19191","ENSDART00000137957","dnajb2",0,0,0,0
"19192","ENSDART00000103236","ankrd37",0,0,0,0
"19193","ENSDART00000109666","si:ch211-250c4.5",0,0,0,0
"19194","ENSDART00000171648","snx12",0,0,0,0
"19195","ENSDART00000166817","ap3s2",0,0,0,0
"19196","ENSDART00000132142","cacna1bb",0,0,0,0
"19197","ENSDART00000167680","GANAB (1 of many)",0,0,0,0
"19198","ENSDART00000079235","cd99l2",0,0,1,1
"19199","ENSDART00000160457","dennd1b",0,0,0,0
"19200","ENSDART00000092983","MAZ (1 of many)",0,0,0,0
"19201","ENSDART00000009912","hsf4",0,0,0,0
"19202","ENSDART00000066331","svila",0,0,0,0
"19203","ENSDART00000138027","gatsl3",0,0,0,0
"19204","ENSDART00000130311","naa30",0,0,0,0
"19205","ENSDART00000162081","prickle2b",0,0,0,0
"19206","ENSDART00000080892","txndc17",0,0,0,0
"19207","ENSDART00000167660","pja2",0,-1,-1,0
"19208","ENSDART00000168917","FO704845.1",0,0,0,0
"19209","ENSDART00000160563","CABZ01039820.1",0,0,0,0
"19210","ENSDART00000164958","adprhl1",0,0,0,0
"19211","ENSDART00000092114","ERBB4 (1 of many)",0,-1,-1,0
"19212","ENSDART00000155324","pdpk1a",0,0,-1,0
"19213","ENSDART00000153786","CU929339.1",0,0,0,0
"19214","ENSDART00000020033","xrcc1",0,0,0,0
"19215","ENSDART00000133111","BX005105.1",0,0,0,0
"19216","ENSDART00000150560","znf1026",0,0,0,0
"19217","ENSDART00000161870","ino80da",0,0,0,0
"19218","ENSDART00000126487","SNORD53_SNORD92",0,0,0,0
"19219","ENSDART00000137422","pimr133",0,0,0,0
"19220","ENSDART00000171922","jmjd6",0,0,0,0
"19221","ENSDART00000076992","pax2a",0,0,0,0
"19222","ENSDART00000168953","ube2a",0,0,0,0
"19223","ENSDART00000158113","CDH19",0,0,0,0
"19224","ENSDART00000141898","znf281b",0,0,0,0
"19225","ENSDART00000169652","csf1ra",0,0,0,0
"19226","ENSDART00000018036","zgc:55621",0,0,0,0
"19227","ENSDART00000159729","si:dkey-65b13.9",0,0,0,0
"19228","ENSDART00000041895","ssu72",0,0,0,0
"19229","ENSDART00000040147","mapk14b",0,0,0,0
"19230","ENSDART00000158036","cript",0,0,-1,0
"19231","ENSDART00000139159","lnx2b",0,0,0,0
"19232","ENSDART00000141145","si:dkey-9i23.16",0,0,0,0
"19233","ENSDART00000163075","zgc:173552",0,0,1,0
"19234","ENSDART00000129339","srrm2",0,0,0,0
"19235","ENSDART00000139264","vrk2",0,0,0,0
"19236","ENSDART00000167286","tln2a",0,0,0,0
"19237","ENSDART00000114203","man2b2",0,0,0,0
"19238","ENSDART00000172765","CU914760.1",0,0,0,0
"19239","ENSDART00000145940","micu1",0,0,0,0
"19240","ENSDART00000114482","si:dkey-7i4.5",0,0,0,0
"19241","ENSDART00000031205","pvrl3b",0,0,0,0
"19242","ENSDART00000154717","col8a1b",0,0,0,0
"19243","ENSDART00000013294","anxa13",0,0,0,0
"19244","ENSDART00000092324","abcb6a",0,0,0,0
"19245","ENSDART00000148485","calub",0,0,0,0
"19246","ENSDART00000152893","si:ch211-245h14.1",0,0,0,0
"19247","ENSDART00000165831","arhgdig",0,0,0,0
"19248","ENSDART00000019898","mrpl11",0,0,0,0
"19249","ENSDART00000101992","lipt2",0,0,0,0
"19250","ENSDART00000172131","5S_rRNA",0,0,0,0
"19251","ENSDART00000162509","si:ch73-329n5.2",0,0,0,0
"19252","ENSDART00000154250","ezh2",0,0,0,0
"19253","ENSDART00000148318","cfap74",0,0,0,0
"19254","ENSDART00000138167","myo16",0,0,0,0
"19255","ENSDART00000167337","ciz1a",0,0,0,0
"19256","ENSDART00000042421","ppp2ca",0,0,0,0
"19257","ENSDART00000109668","bcl10",0,0,0,0
"19258","ENSDART00000151964","si:dkeyp-82h4.1",0,0,0,0
"19259","ENSDART00000155191","ehbp1",0,0,0,0
"19260","ENSDART00000146175","cep350",0,0,0,0
"19261","ENSDART00000169363","CR678435.1",0,-1,-1,0
"19262","ENSDART00000139223","tardbpl",0,0,0,0
"19263","ENSDART00000061135","gopc",0,0,0,0
"19264","ENSDART00000162047",NA,0,0,0,0
"19265","ENSDART00000122133","mkrn2os.1",0,0,1,0
